[(1,46),(1,59),(1,38),(1,47),(1,49),(1,42),(1,51),(1,57),(1,44),(1,47),(1,46),(1,43),(1,49),(1,59),(1,42),(1,31),(1,46),(1,64),(1,42),(1,41),(1,41),(1,50),(1,52),(1,52),(1,47),(1,38),(1,51),(1,53),(1,46),(1,43),(1,47),(1,55),(1,48),(1,49),(1,46),(1,43),(1,48),(1,43),(1,52),(1,47),(1,49),(1,43),(1,44),(1,44),(1,50),(1,37),(1,44),(1,41),(1,42),(1,45),(1,50),(1,38),(1,49),(1,47),(1,49),(1,53),(1,45),(1,57),(1,42),(1,43),(1,40),(1,59),(1,42),(1,53),(1,42),(1,36),(1,60),(1,47),(1,40),(1,49),(1,42),(1,45),(1,46),(1,58),(1,50),(1,43),(1,52),(1,44),(1,53),(1,46),(1,46),(1,46),(1,52),(1,48),(1,47),(1,40),(1,45),(1,52),(1,46),(1,44),(1,53),(1,46),(1,31),(1,51),(1,45),(1,39),(1,72),(1,39),(1,51),(1,50)]
[(1,45),(1,250),(1,86),(1,46),(1,49),(1,102),(1,45),(1,61),(1,47),(1,43),(1,86),(1,193),(1,316),(1,44),(1,49),(1,52),(1,41),(1,47),(1,134),(1,71),(1,50),(1,46),(1,45),(1,76),(1,45),(1,57),(1,41),(1,45),(1,47),(1,61),(1,110),(1,42),(1,51),(1,65),(1,48),(1,49),(1,52),(1,47),(1,70),(1,49),(1,110),(1,38),(1,45),(1,339),(1,50),(1,84),(1,254),(1,225),(1,51),(1,47),(0,201),(1,302),(1,159),(1,55),(1,41),(1,43),(1,37),(1,56),(1,50),(1,112),(1,48),(1,49),(1,55),(1,44),(1,46),(1,43),(1,100),(1,45),(1,54),(1,95),(1,46),(1,76),(1,50),(1,371),(1,194),(1,47),(1,40),(1,41),(1,46),(1,48),(1,48),(1,50),(1,67),(1,61),(1,58),(1,87),(1,42),(1,52),(1,44),(1,100),(1,89),(1,46),(1,43),(1,44),(1,75),(1,85),(1,48),(1,60),(1,175),(1,79)]
[(1,45),(1,49),(1,73),(1,61),(1,49),(1,48),(1,54),(1,71),(1,253),(1,40),(1,44),(1,47),(1,279),(1,224),(1,51),(1,78),(1,87),(1,75),(1,121),(1,37),(1,100),(1,48),(1,43),(1,59),(1,51),(1,58),(1,51),(1,50),(1,85),(1,52),(1,107),(1,210),(1,59),(1,40),(1,85),(1,37),(1,93),(1,52),(1,44),(1,149),(1,53),(1,46),(1,42),(1,111),(1,55),(1,51),(1,53),(1,80),(1,70),(1,121),(1,47),(1,49),(1,95),(1,57),(1,340),(1,54),(1,54),(1,68),(1,43),(1,50),(1,48),(1,39),(1,76),(1,45),(1,113),(1,84),(1,46),(1,125),(1,52),(1,108),(1,52),(1,47),(1,45),(1,47),(1,48),(1,51),(1,83),(1,62),(1,45),(1,68),(1,51),(1,59),(1,49),(1,67),(1,84),(1,40),(1,47),(1,45),(1,49),(1,154),(1,49),(1,49),(1,47),(1,137),(1,39),(1,77),(1,58),(1,41),(1,170),(1,54)]
[(1,42),(1,67),(1,53),(1,102),(1,194),(1,73),(1,57),(1,50),(1,173),(1,124),(1,50),(1,42),(1,42),(1,53),(1,66),(1,50),(1,50),(1,107),(1,194),(1,308),(1,223),(1,55),(1,59),(1,79),(1,49),(1,43),(1,67),(1,57),(1,44),(1,53),(1,114),(1,49),(1,51),(1,49),(1,41),(1,50),(1,362),(1,53),(1,44),(1,52),(1,77),(1,53),(1,46),(1,46),(1,196),(1,54),(1,68),(1,51),(1,54),(1,49),(1,228),(1,69),(1,45),(1,52),(1,53),(1,50),(1,51),(1,120),(1,387),(1,63),(1,84),(1,48),(1,61),(1,50),(1,216),(1,52),(1,399),(1,46),(1,47),(1,45),(1,46),(1,53),(1,157),(1,47),(1,51),(1,63),(1,45),(1,48),(1,52),(1,73),(1,53),(1,59),(1,72),(1,54),(1,101),(1,86),(1,59),(1,114),(1,49),(1,44),(1,44),(1,132),(1,41),(1,103),(1,50),(1,57),(1,44),(1,44),(1,87),(1,143)]
[(1,44),(1,62),(1,42),(1,59),(1,46),(1,51),(1,53),(1,46),(1,55),(1,43),(1,91),(1,129),(1,48),(1,58),(1,62),(1,68),(1,44),(1,47),(1,47),(1,74),(1,51),(1,45),(1,39),(1,88),(1,71),(1,55),(1,140),(1,44),(1,51),(1,76),(1,41),(1,85),(1,53),(1,49),(1,54),(1,48),(1,57),(1,53),(1,51),(1,67),(1,52),(1,50),(1,52),(1,55),(1,473),(1,49),(1,45),(1,223),(1,56),(1,110),(1,50),(1,104),(1,56),(1,51),(1,83),(1,48),(1,60),(1,50),(1,74),(1,149),(1,79),(1,46),(1,50),(1,217),(1,70),(1,49),(1,46),(1,48),(1,53),(1,49),(1,46),(1,54),(1,48),(1,63),(1,55),(1,48),(1,46),(1,53),(1,55),(1,56),(1,48),(1,49),(1,260),(1,48),(1,44),(1,51),(1,141),(1,51),(1,50),(1,42),(1,44),(1,113),(1,50),(1,44),(1,48),(1,146),(1,171),(1,44),(1,44),(1,61)]
[(1,43),(1,77),(1,47),(1,51),(1,52),(1,78),(1,40),(1,57),(1,50),(1,120),(1,71),(1,474),(1,44),(1,49),(1,70),(1,89),(1,48),(1,130),(1,49),(1,85),(1,85),(1,87),(1,49),(1,62),(1,87),(1,54),(1,45),(1,51),(1,167),(1,170),(1,291),(1,52),(1,41),(1,54),(1,44),(1,105),(1,110),(1,63),(1,75),(1,47),(1,39),(1,46),(1,53),(1,50),(1,79),(1,82),(1,52),(1,48),(1,62),(1,115),(1,54),(1,113),(1,124),(1,83),(1,139),(1,120),(1,71),(1,48),(1,39),(1,49),(1,46),(1,41),(1,47),(1,54),(1,71),(1,48),(1,70),(1,53),(1,50),(1,53),(1,59),(1,62),(1,88),(1,47),(1,52),(1,81),(1,49),(1,132),(1,68),(1,35),(1,43),(1,54),(1,45),(1,126),(1,52),(1,290),(1,114),(1,75),(1,92),(1,47),(1,36),(1,65),(1,353),(1,43),(1,44),(1,63),(1,101),(1,55),(1,121),(1,65)]
[(1,51),(1,36),(1,46),(1,44),(1,45),(1,50),(1,45),(1,56),(1,44),(1,54),(1,41),(1,55),(1,34),(1,58),(1,40),(1,46),(1,43),(1,45),(1,34),(1,49),(1,47),(1,46),(1,54),(1,42),(1,40),(1,53),(1,46),(1,43),(1,46),(1,45),(1,44),(1,48),(1,47),(1,60),(1,50),(1,44),(1,67),(1,48),(1,47),(1,55),(1,47),(1,45),(1,53),(1,51),(1,39),(1,39),(1,43),(1,62),(1,42),(1,50),(1,46),(1,49),(1,53),(1,41),(1,55),(1,51),(1,43),(1,45),(1,41),(1,52),(1,49),(1,38),(1,43),(1,47),(1,53),(1,51),(1,45),(1,41),(1,55),(1,51),(1,38),(1,51),(1,40),(1,42),(1,42),(1,41),(1,50),(1,47),(1,51),(1,49),(1,44),(1,48),(1,33),(1,43),(1,48),(1,49),(1,41),(1,36),(1,48),(1,42),(1,40),(1,52),(1,41),(1,38),(1,57),(1,46),(1,41),(1,52),(1,45),(1,50)]
[(1,52),(1,56),(1,47),(1,56),(1,49),(1,50),(1,51),(1,46),(1,49),(1,46),(1,47),(1,54),(1,143),(1,52),(1,46),(1,82),(1,199),(1,58),(1,63),(1,280),(1,63),(1,56),(1,296),(1,48),(1,48),(1,51),(1,50),(1,46),(1,63),(1,103),(1,48),(1,521),(1,46),(1,41),(1,46),(1,86),(1,41),(1,94),(1,94),(1,54),(1,47),(1,104),(1,162),(1,77),(1,55),(1,51),(1,392),(1,44),(1,107),(1,49),(1,49),(1,49),(1,76),(1,66),(1,74),(1,51),(1,44),(1,144),(1,434),(0,193),(1,49),(1,69),(1,119),(1,85),(1,50),(1,49),(1,51),(1,117),(1,257),(1,53),(1,92),(1,49),(1,64),(1,57),(1,45),(1,44),(1,45),(1,56),(1,279),(1,52),(1,42),(1,53),(1,60),(1,105),(1,49),(1,269),(1,43),(1,56),(1,63),(1,91),(1,49),(1,58),(1,45),(1,50),(1,189),(1,43),(1,320),(1,73),(1,56),(1,364)]
[(1,176),(1,48),(1,51),(1,58),(1,114),(1,119),(1,83),(1,46),(1,46),(1,218),(1,222),(1,259),(1,165),(1,51),(1,42),(1,256),(1,45),(1,101),(1,365),(1,204),(1,111),(1,111),(1,56),(1,49),(1,53),(1,52),(1,70),(1,49),(1,77),(1,40),(1,46),(1,53),(1,75),(1,475),(1,270),(1,92),(1,53),(1,245),(1,597),(1,45),(1,191),(1,55),(1,46),(1,45),(1,80),(1,47),(1,43),(1,111),(1,434),(1,69),(1,54),(1,59),(1,48),(1,50),(1,128),(1,122),(1,46),(1,254),(1,65),(1,50),(1,43),(1,47),(1,44),(1,59),(1,223),(1,47),(1,146),(1,44),(1,65),(1,50),(1,47),(1,49),(1,73),(1,50),(1,51),(1,177),(1,84),(1,97),(1,46),(1,54),(1,102),(1,206),(1,60),(1,46),(1,93),(1,55),(1,47),(1,59),(1,49),(1,47),(1,132),(1,55),(1,51),(1,149),(1,103),(1,48),(1,170),(1,64),(1,50),(1,90)]
[(1,227),(1,252),(1,55),(1,53),(1,51),(1,43),(1,166),(1,43),(1,44),(1,90),(1,43),(1,99),(1,107),(1,72),(1,81),(1,101),(1,46),(1,41),(1,95),(1,73),(1,80),(1,56),(1,91),(1,185),(1,144),(1,51),(1,257),(1,52),(1,55),(1,236),(1,55),(1,48),(1,43),(1,44),(1,38),(1,57),(1,72),(1,156),(1,81),(1,361),(1,38),(1,49),(1,44),(1,48),(1,152),(1,68),(1,87),(1,53),(1,52),(1,75),(1,136),(1,53),(1,123),(1,76),(1,72),(1,135),(1,63),(1,87),(1,240),(1,54),(1,52),(1,49),(1,44),(1,52),(1,52),(1,54),(1,49),(1,44),(1,53),(1,67),(1,258),(1,592),(1,56),(1,60),(1,121),(1,96),(1,453),(1,167),(1,50),(1,43),(1,47),(1,162),(1,162),(1,49),(1,47),(1,59),(1,49),(1,49),(1,368),(1,45),(1,49),(1,41),(1,53),(1,87),(1,57),(1,75),(1,72),(1,51),(1,51),(1,72)]
